point_index,l_str_1,l_str_2,l_str_3,l_str_4,q_1,q_2,q_3,q_4,q_5,q_6,W_out_1,W_out_2,W_out_3,W_out_4,W_out_5,W_out_6,As_1_1,As_1_2,As_1_3,As_1_4,As_1_5,As_1_6,As_2_1,As_2_2,As_2_3,As_2_4,As_2_5,As_2_6,As_3_1,As_3_2,As_3_3,As_3_4,As_3_5,As_3_6,As_4_1,As_4_2,As_4_3,As_4_4,As_4_5,As_4_6,As_5_1,As_5_2,As_5_3,As_5_4,As_5_5,As_5_6,Keff_1_1,Keff_1_2,Keff_1_3,Keff_1_4,Keff_1_5,Keff_1_6,Keff_2_1,Keff_2_2,Keff_2_3,Keff_2_4,Keff_2_5,Keff_2_6,Keff_3_1,Keff_3_2,Keff_3_3,Keff_3_4,Keff_3_5,Keff_3_6,Keff_4_1,Keff_4_2,Keff_4_3,Keff_4_4,Keff_4_5,Keff_4_6,Keff_5_1,Keff_5_2,Keff_5_3,Keff_5_4,Keff_5_5,Keff_5_6,Keff_6_1,Keff_6_2,Keff_6_3,Keff_6_4,Keff_6_5,Keff_6_6
0,0.315148967283436,0.315148954266644,0.315148962408813,0.315148954235077,0.212174472944191,0,0,0,0,0,2.0813795295911e-05,0,0,0,0,0,-0.445859887556345,-2.09504837249202e-17,-0,3.57964518890464e-34,-0,2.00698436567837e-18,-0.445858829058847,-0.433322750527816,-0,-0,-0,0.14770768805573,-0.445858789135422,-2.65333677832803e-17,-0.433322780115114,2.43119191744607e-35,-0.147707690741579,9.04448753380608e-18,-0.445858812234246,0.433322759786779,-5.30667330770577e-17,-2.16510022646595e-34,-1.8088974785846e-17,-0.147707688440783,-0.445858789026469,7.96001033608553e-17,0.433322780175073,-3.60785559409221e-34,0.147707690744072,-2.71334626018763e-17,2282.80503732608,-1.94902912601207e-06,-6.41267324327879e-08,-5.10953508096973e-31,-2.6669256928756e-09,8.10543535963333e-08,-1.94902911606162e-06,2571.69431539678,5.1827098683957e-13,-4.36749658661029e-09,9.96646298461838e-14,-527.288468152257,-6.41266537190408e-08,5.1827098683957e-13,6341.76299284718,1.32743337628789e-07,1252.28081636827,-9.96646298461839e-14,-5.10953508096973e-31,-4.36749658661029e-09,1.32743337628789e-07,1.02989007756456,5.00900451686343e-08,1.64805369351484e-09,-2.66690870460111e-09,9.96646298461838e-14,1252.28081636827,5.00900451686343e-08,328.212877893748,-2.61190345686312e-14,8.10543518698152e-08,-527.288468152257,-9.96646298461838e-14,1.64805369351484e-09,-2.61190345686312e-14,138.214679122229
